University, Image URL
Illinois Tech,https://www.iit.edu/sites/default/files/2025-04/ILTECH_red_stacked.jpg
Immanuel Arasar JJ College of Engineering,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNLrY9TtfHK8vL0JTYdaqaGtmw9GfBHYf96iAwLZQMeQ&s=10
"Impact College of Engineering & Applied Sciences, Bangalore",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRsPpWgcflLJY4IQmWEr-W9hNGnuiAlakqJChkelCc&s=10
Imperial College London,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYDIWlmkW8qPYfuNn6tcuaPd9kwEw3PfqITD1ngT-XsA&s=10
Indian Academy of Cyber Law and management,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-AtZa3I9F3eYLu0dsIuB3TwKdX2g0DQrl4yWqTepuYw&s=10
IIIT Allahbad,https://upload.wikimedia.org/wikipedia/en/2/2e/Indian_Institute_of_Information_Technology%2C_Allahabad_Logo.png
IIIT Bhopal,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1EJ84P_6kmpAX6Q5KEaSBEN3lo5frVXbUhwiqGYsDmA&s=10
IIIT Kottayam,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3AHXQ_tOCMaZHRL9zcraULBURsNP6rezXef7GJf0V7w&s=10
"IIIT Senapati, Manipur",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlQhsKARlwj9ax_ANAQcd-wZzpE95rvWEG7xCBqYyK&s=10
IIIT Sri,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBwUpxaA8IvlGdVi312VMpM_o_ywsqvf4UJekBYGjmCQ&s=10
IIIT Tiruchirappalli,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoO8phxaay8h52ebNa_UZhl1gFHgXkqcNR0Ndv-h5KXg&s=10
IIIT Vadodara,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnUMk6_4rbLDNueN0Y-YDdjbR85-GXD6nOYVi6tfHOXw&s=10
"IIIT, Design and Manufacturing, Kurnool",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeuS9JSSbOcTJol3C--5syMD4ksU6lm2PrCuaoLxhcsA&s=10
"IIIT, Una",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBtLjR7Zgs1STv-Xu4CcQeP9PYscCvsKCmAByr8MXV6A&s=10
"IIIT, Surat",https://upload.wikimedia.org/wikipedia/en/5/52/IIIT_Surat_logo.jpg
Indian Institute of Management Indore,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWT9A8W8u0kYUyjKCEkzyQR-Pjq8a76yfTxDd3WwFS1Q&s=10
Indian Institute of Technology Bhilai,https://upload.wikimedia.org/wikipedia/en/2/27/IIT_Bhilai_Logo.svg
Indian Institute of Technology Bombay,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Indian_Institute_of_Technology_Bombay_Logo.svg/1280px-Indian_Institute_of_Technology_Bombay_Logo.svg.png
Indian Institute of Technology Delhi,https://upload.wikimedia.org/wikipedia/en/f/fd/Indian_Institute_of_Technology_Delhi_Logo.svg
Indian Institute of Technology Guwahati,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/IIT_Guwahati_Logo.svg/1280px-IIT_Guwahati_Logo.svg.png
Indian Institute of Technology Hyderabad,https://upload.wikimedia.org/wikipedia/en/1/19/IIT_Hyderabad_Insignia.svg
Indian Institute of Technology Indore,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/IITI_Logo.svg/1280px-IITI_Logo.svg.png
Indian Institute of Technology Jammu,https://upload.wikimedia.org/wikipedia/en/5/58/Indian_Institute_of_Technology%2C_Jammu_Logo.svg
Indian Institute of Technology Jodhpur,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTaskFbeY7Z9KBBFXevXTt1bz845URXFqVGHJk03En6MIo9H96apdk137_r&s=10
Indian Institute of Technology Kanpur,https://upload.wikimedia.org/wikipedia/sa/4/47/IIT_Kanpur_Logo.png
Indian Institute of Technology Kharagpur,https://images.seeklogo.com/logo-png/40/1/iit-kharagpur-logo-png_seeklogo-403971.png
Indian Institute of Technology Madras,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-OvPSPibOdritHTBYLln9B9noSqtqYch73r0r7Ie28g&s
Indian Institute of Technology Palakkad,https://upload.wikimedia.org/wikipedia/commons/c/c8/IIT_Palakkad_Logo.svg
Indian Institute of Technology Patna,https://www.iitp.ac.in/images/iitp-logo.png
Indian Institute of Technology Roorkee,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnq4_sfiycBqaNNz26CgpYMv-IEo7YJwqiWgpoUnKCWhL3pLtfCBHl6sI&s=10
Indian Institute of Technology Ropar,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlXFu21I0IkU8VlL-t_fdpzbF2naWKRmapaFxRRcQ00g&s
Indian Law Institute,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLAx7McUb0cidt33IhHvRyjQ7gizEpUsF2SxYJMDovDg&s
Indian School of Business,https://th-i.thgim.com/public/news/cities/Hyderabad/t4ci3y/article68883286.ece/alternates/LANDSCAPE_1200/ISB%20logo.jpg
Indiana University Bloomington,https://www.animationcareerreview.com/files/images/articles/iub700.png
Indira University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYT-6OrPju4qeoN3GEI8x14WF8ZNaSD-Yp8j2wZywHhHzj1_SU1xY-NYw&s=10
Indira Gandhi National Open University,https://upload.wikimedia.org/wikipedia/en/c/c1/IGNOU_logo.svg
Indraprastha Institute of Information Technology Delhi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBPsUyDl8DjWlbrtj4KjfGZcYTSe6reHC5k-9f2f8Yr6ybJEHcYvb088Iu&s=10
Indrashil University,https://upload.wikimedia.org/wikipedia/en/2/26/Indrashil_University_logo.png
Indus University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYo2GyercQsxHDIrx51KI58VKaGR5MAXusWg&s
Institut Polytechnique de Paris,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX2i9ssyBm_8y7zRzh4x-0FqALOwDAQJeZnmlTEqgTwQ&s
Institute of Advanced Research,https://upload.wikimedia.org/wikipedia/en/7/7d/Institute_of_Advanced_Research_logo.png
Institute of Forensic Science,https://ifsm.ac.in/assets/img/institute-logo-fallback.png
International College of Management,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQd_W62vDnirfZxR5a__lyha9e4P1iQK-6TGw9W-MO4U8Xh2NeYOa1Oz4nH&s=10
International Forensics Science Institute,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6F0r5LGZ4iEOGLZ9Eh7Ee5i6ytkO-7NNIHsiz3Y7_3uafelfXHzhKkgEm&s=10
International Institute of Business Studies Banglore,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAbv7PsivNu0U4HW5x6WNUqH0Aw1hDH7CEA4uXoD5lWD-bsAfrUej7jBQo&s=10
IIIT Hyderabad,https://www.iiit.ac.in/wp-content/uploads/2022/06/IIIT_Hyderabad_Logo-e1655116937986.jpg
Invertis University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjQqMG9nZ9oCrTGqjVGwqbUHMlsaZPPU6P3sGTFHsk9ejPvOtQx_EjFSku&s=10
Iowa State University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDsMLBw_0nGZWfKa1971z3fr-5vBU7_Vj1vYmKvO5zIg&s=10
IPSSI ,https://upload.wikimedia.org/wikipedia/commons/4/40/2025-logo-IPSSI.png
ISEN Méditerranée,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTv6REPqrLFCk0FUmskHSAQ5A9Rfnx2PDYzS812rdhW_A&s=10
ISEN West Brest,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR99th_Jxc6fUl3qb2AXmXapEjffa0884dFL0mrdhdVVA&s=10
ISEN West Caen,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR99th_Jxc6fUl3qb2AXmXapEjffa0884dFL0mrdhdVVA&s=10
ISEN West Nantes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR99th_Jxc6fUl3qb2AXmXapEjffa0884dFL0mrdhdVVA&s=10
ISEP - Paris Institute of Digital Technology,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9HUt59EtYB8mhDCobrLORs8QBX9vZ8gtqDENi2yDvlhKiKYgICivMBZQ&s=10
ITM SLS Baroda University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMUZ6Ro1O7RnvSpJ4xulD8FePMXLejQMqYTDHTdYQo9Q&s=10
ITM University Gwailor,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiw1c6Ub5rs4xl1sUzdP4I8jezlcAn9fiTC4axR6OgTvVzN_nZlk-W3Co&s=10
"ITM Vocational University, Waghodia,Vadodara",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxc2uPPw4rcJh62M_dKADA4bAuWzO7cibns5yEYCbDS8vjdfmrW9-HjcUg&s=10
ITMO University,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/ITMO_University.png/960px-ITMO_University.png?_=20150703133336
J.J. College of Engineering,https://jjcet.ac.in/wp-content/uploads/2020/02/JJCET-logo.png
Jagannath University,https://www.jagannathuniversity.org/assets/images/logo-white-bg.webp
Jagat Guru Nanak Dev Punjab State Open University,https://www.psou.ac.in/asset/images/logo_beta.png
Jai Bharath Arts and Science College,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6Reh_v4IfUIETA6N9PCtIEHAiUXtUATtemA&s
Jain University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsrouLruZWZiJrTLnrTufgOrwpGnJYXq3WBA&s
Jaipur National University,https://timesofcollege.com/images/colleges/banner/logo_jaipur-national-university_20260131.jpg
James Cook University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlt3fGH9Oe8femFI-2fxRr5jlDWv3RcAc4TA&s
Jamia Hamdard,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8pdjRvF_4E2wnoXVAEgU-OiLFHzqTvk3z8Q&s
Annasaheb Chudaman Patil College of Engineering,https://admission.acpipedu.org/wp-content/uploads/2025/05/New-Logo.png
Jawaharlal Institute of Technology,https://images.shiksha.com/mediadata/images/1586430947php3yILwD.jpeg
Jawaharlal Nehru Technological University Hyderabad,https://upload.wikimedia.org/wikipedia/en/e/ea/JNTU_Hyderabad_logo.png
Jaya Sakthi Engineering College,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8SCJJt0pH17vYhuLk8GnfPpd_Vf7s4_MLNrNgqk0SGA&s=10
Jaypee Institute of Information Technology,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOFci1bLn-jnHuNT1y6_WSyYNOKD8cXaCFLgMAXUChMA&s=10
JECRC University,https://upload.wikimedia.org/wikipedia/en/6/60/Jecrc-University.png
Jeppiaar University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa-kZBNSnGM2suXWY3IqzBrIOImT7Tpe042g&s
"Jerusalem College of Engineering , Pallikkaranai",https://custpostimages.s3.ap-south-1.amazonaws.com/11081/1653291142828.png
JG University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbDROYEiNyjAJ3YGX7b6lt4ATN3BA9jiV56g&s
Jharkhand Rai University,https://f2.leadsquaredcdn.com/t/t20220504174814/content/common/images/logo_symbol.png
JIET Jodhpur,https://images.squarespace-cdn.com/content/v1/5fce63270356d927d7eecdbd/05cc8293-1285-4f97-a7c3-c4646d735f0b/JIET+Universe+Logo.png?format=1500w
Jitendra Chauhan College of Law,https://jccl.ac.in/Common/Uploads/HomeTemplate/Home_Home_JCCL-logo.png
JK Lakshmipat University,https://www.mashauri.org/wp-content/uploads/2024/09/JK_Lakshmipat_University_Logo.jpg
JNN Institute of Engineering,https://www.jnn.edu.in/wp-content/uploads/2025/04/JNNIE-Autonomous-Logo-1.svg
John Hopkins University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbiqnlJSMaspARRZgdPh3hA_nx_ru50WSEVnGQ2gvSxfWSv_AesFpd_Us&s=10
JSPM University,https://dfhe5ze0n4pxu.cloudfront.net/College/Logos/Logo-1717176476775.png
"Jyothi Engineering College, Thrissur",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQp1RpG16XjaDh41SLU5akwvab9WJB1OdpRyA&s
K.S.R College of Engineering,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUBoMdaAACHdxPxR43TDXtQovF9KUqPvfnMqT_45TKBpOLuMLBxPmSLZc&s=10
K. N. University,https://knu.edu.in/wp-content/uploads/2024/03/logo-1.png
K. S. Institute Of Technology,https://www.ksit.ac.in/img/leftlogo.png
K.L.N. College of Engineering,https://www.klnce.edu/reflechir15/klncelogo.gif
Kalasalingam Academy of Research and Education,https://upload.wikimedia.org/wikipedia/en/5/53/Kalasalingam_Academy_of_Research_and_Education_logo.png
Kalinga Institute of Industrial Technology,https://upload.wikimedia.org/wikipedia/en/e/ef/KIIT_logo.svg
Kangeyam Institute of Technology,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgK4nU2Q-TiyYi6GYkb6XF4ax-zq3Zr0hltA&s
Kannur University,https://upload.wikimedia.org/wikipedia/en/7/75/Kannur_university-logo.png
Kansas State University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuP2Yglwc5axZo3clKimws_0_AHXifqMOwn2KvYV5spF-A_K056kZgVIc&s=10
Karlsruhe Institute of Technology,https://upload.wikimedia.org/wikipedia/commons/3/3a/Logo_KIT.svg
Karpagam Academy of Higher Education,https://kahedu.edu.in/n/wp-content/uploads/2020/06/New-Project-27-300x292.jpg
Karpagam College of Engineering,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzfvjZuE8-syWacrmpFILs4-xVGQkwmaS8nw&s
Karunya Institute of Technology and Sciences,https://upload.wikimedia.org/wikipedia/en/4/4e/Karunya_Institute_of_Technology_and_Sciences_logo.svg
Kaunas University of Technology,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Kaunas_University_of_Technology_logo.svg/1280px-Kaunas_University_of_Technology_logo.svg.png
Kaushalya the Skill University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjOVNme4fFUF90Qwe_lx9kjkEgRorq1T1EUA&s
"KCG college of Technology , Karapakkam",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmkHxvjj_G01L4rcRWZJecL4sfcdMuFidN0Q&s
Keele University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsTjyHQ6WeR3_VF_1QTJQt6aePXdwMufNwNQ&s
Kennesaw State University,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Kennesaw_State_Owls_logo.svg/3840px-Kennesaw_State_Owls_logo.svg.png
Kent State University,https://www-s3-live.kent.edu/s3fs-root/s3fs-public/kent-state-university-vertical-logo.jpg
KES’ Shri Jayantilal H. Patel Law College,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHSiBtz-NKLrowsJ7uJL9EmaftgAiMdU8DMA&s
Kharkiv National University of Radio Electronics,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Nure-brand-book-1-1024_cr2.jpg/330px-Nure-brand-book-1-1024_cr2.jpg
Khon Kaen University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTumQU5_uEhxPid0YAQxcR_ONGvvx4SS8fsrw&s
King Fahd University of Petroleum and Minerals,https://upload.wikimedia.org/wikipedia/commons/5/5e/KFUPM.svg
King Khalid University,https://upload.wikimedia.org/wikipedia/en/2/26/King_Khalid_University_Logo.png
King Mongkut's University of Technology Thonburi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeRFXa-axJ1U6hKgOB2YkwdMfIoC3FCFGI1w&s
King's College London,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/King%27s_College_London_logo.svg/3840px-King%27s_College_London_logo.svg.png
Kingston University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpk9Xpg_4l6I2ViGfQLa13qFBSwjyjP8QjDw&s
KIT - Kalaignarkarunanidhi Institute of Technology,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/KIT-KalaignarKarunanidhi-Institute-of-Technology.svg/3840px-KIT-KalaignarKarunanidhi-Institute-of-Technology.svg.png
KJ Somaiya School of Engineering,https://d2lk14jtvqry1q.cloudfront.net/media/large_KJ_Somaiya_College_of_Engineering_Mumbai_7ff486798c_9b4de395b4.png
KK Modi University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTuLK91IiqlObTUyBxmWY4qKTbT9NaAtVp7A&s
KL University,https://www.kluniversity.in/images/klulogo3.png
KLE Society's law College,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSA-uc7UbY_G18DnOMDIAjbGTtSgBER_W4RmQ&s
KLE Technological University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlf58PaRMdrid_ZCwlBU7d-p1jGkQ_zWUmTg&s
KMCT Institute of Emerging Technology and Management,https://facultytub.com/wp-content/uploads/2024/05/kmct-og.png
KMM College of Arts & Science,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-htfZo0fZ7rV0lz1e7A_0rHMgfN6wnGPrNg&s
Koç University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4_XqzhwHh4B68lKrGkWTNMYWArmyykMCNfQ&s
KR Mangalam University,https://www.krmangalam.edu.in/favicon.ico
Kristu Jayanti university,https://www.kristujayanti.edu.in/images/KJU_Flag_Blue.png
Kristu Jyoti College of Management & Technology,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOhrAqMoXy3cHs_rSVufo1gL18CQoFbgOS-g&s
KTH Royal Institute of Technology,https://upload.wikimedia.org/wikipedia/en/e/e0/KTH_Royal_Institute_of_Technology_logo.svg
KU Leuven,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSl-g6KpstVI2JUd4BGUOiG27Mp9uvqfQj2Bw&s
Kurukshetra University,https://upload.wikimedia.org/wikipedia/en/1/1d/Kurukshetra_University_logo.png
La Trobe University,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/La_Trobe_University_logo.svg/330px-La_Trobe_University_logo.svg.png?_=20140516072342
Lancaster University,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Lancaster_University_logo.svg/1280px-Lancaster_University_logo.svg.png?_=20190221011728
"LBS College of Engineering, Muliyar,Kasaragod",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzPYR1vsBYK1Hbvhf77zfgC9mYHoVfLQ99zA&s
Leeds Beckett University,https://upload.wikimedia.org/wikipedia/commons/2/25/COA_Leeds_Beckett.png?_=20260328222814
Leiden University,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Seal_Leiden_University.svg/1920px-Seal_Leiden_University.svg.png?_=20150208113925
Liberty University,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Liberty_University_logo.svg/960px-Liberty_University_logo.svg.png?_=20180325193712
Linköping University,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Linkoping_University_Logo.svg/960px-Linkoping_University_Logo.svg.png?_=20190904180608
Liverpool John Moores University,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Shield_of_Liverpool_John_Moores_University.svg/960px-Shield_of_Liverpool_John_Moores_University.svg.png?_=20230423220040
Lokmanya Tilak College of Engineering,https://upload.wikimedia.org/wikipedia/commons/b/b0/Logo-ltjss.png?_=20230915205432
London Business School,https://upload.wikimedia.org/wikipedia/commons/b/bc/London_Business_School_logo.svg
London South Bank University,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Lsbu-logo.svg/1920px-Lsbu-logo.svg.png?_=20150107023937
Loughborough University,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Shield_of_Loughborough_University.svg/1280px-Shield_of_Loughborough_University.svg.png?_=20201223165057
Louisiana State University,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Louisiana_State_University_%28logo%29.svg/1280px-Louisiana_State_University_%28logo%29.svg.png?_=20160212215832
Lousania State University,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Louisiana_State_University_%28logo%29.svg/1280px-Louisiana_State_University_%28logo%29.svg.png?_=20160212215832
Lovely Professional University,https://upload.wikimedia.org/wikipedia/en/3/3a/Lovely_Professional_University_logo.png?_=20170710053651
Loyalist College,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Loyalist_College_Logo.svg/1920px-Loyalist_College_Logo.svg.png?_=20230222220038
Loyola Institute of Technology,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKrsm5o3V00-5VMjwZ6K2V7B0f7RBk5yXE5tjyRP7PUifxxfdykaKyFD4&s=10
Loyola University Chicago,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Loyola_University_Chicago_logo.svg/960px-Loyola_University_Chicago_logo.svg.png?_=20171022210048
Ludovika University of Public Service,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwzv5oevAhCSkuup3kEgiwiuqwkeRlKl81GIJIG7PQX4hzDTBNrVCejzY&s=10
"M S Ramaiah Institute of Technology, Bangalore",https://shikshaforum.in/wp-content/uploads/2024/01/RAMAIAH-INSTITUTE-OF-TECHNOLOGY.png
Maastricht University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrC-7XMCkNdVloX88muOURYxTm-o0g4Jonbg&s
Macquarie University,https://upload.wikimedia.org/wikipedia/commons/3/3c/MacquarieUniversityCoatofArms-updated.png
Madhya Pradesh Bhoj (open) University,https://upload.wikimedia.org/wikipedia/en/b/ba/Bhoj_University_logo.webp
Madras Engineering College,https://www.facultyplus.com/wp-content/uploads/2025/08/College-Logo_blue.png
Maganbhai Adenwala Mahagujarat University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5wlATBFKgUjo_GrIaTQedw2VaHgvkMpEftw&s
Mahalakshmi Tech Campus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFFYMjSM6jI-kK8m2Vjx2tDRMR2Ch01TDTBA&s
Maharaja Institute of Technology Mysore,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwWXbBTo4vR1t_PTRH2M5nDSZqZVDzfoloHQ&s
Maharashtara National Law University,https://mnlumumbai.edu.in/images/nlulogo.png
Maharashtra State Skills University,https://mssu.ac.in/wp-content/uploads/2022/11/MSSU-Logo_home-1-430x330.png
Maharishi Paetanjali Polytechnic Of Infomaetin Tecnology,https://urise.up.gov.in/resources/profile_image/2614_logo.jpeg
Maharishi University of Information Technology,https://upload.wikimedia.org/wikipedia/commons/b/be/Maharishi_University_of_Information_Technology_Logo_Ritesh_Bhanu.png
Mahendra Engineering College,https://mahendra.info/wp-content/uploads/2026/02/mec-logo.png
Mahidol University,https://upload.wikimedia.org/wikipedia/commons/4/45/Mahidol_U.png
Majan University College,https://www.wtu-n.net/wp-content/uploads/2024/06/MUC-2.png
"Malaviya National Institute of Technology, Jaipur",https://mnit.ac.in/Images/Mnit_logo.png
Malla Reddy Vishwavidyaapeeth,https://mrvv.edu.in/wp-content/uploads/2025/01/MRV_Final_Logo-2-150x150.png
Manav Rachna International Institute of Research and Studies,https://cdn-prod.mybharats.in/organization/DL-ns-8ed25331-783b-4df6-b478-61f4c34fef01_ManavRachnaLogo-Copy.png
Manchester Metropolitan University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQJOKfD-t6BQiTPGPrHVDLJX6hcRghe2Vbr7gfOZ054Q&s
Mangalayatan University Aligarh,https://eduvow.com/images/college/logos/1364_mangalayatan-university-aligarh-logo.jpg
Mangalore Institute of Technology & Engineering,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiFdpNyQqws1BdT9pp8iQAovDy4Ydc72jloA&s
Manipal Academy of Higher Education,https://upload.wikimedia.org/wikipedia/en/f/ff/Manipal_University_logo.png
Manipal University Jaipur,https://upload.wikimedia.org/wikipedia/en/1/1f/Manipal_University_Jaipur_logo.png
Manonmaniam Sundaranar University,https://upload.wikimedia.org/wikipedia/en/0/0e/Manonmaniam_Sundaranar_University_logo.jpeg
Marwadi University,https://indiaeducationdiary.in/wp-content/uploads/2020/05/Logo.jpg
Mata Tripura Sundari Open University,https://www.mtsou.edu.in/images/mtsou-logo.jpg
Maulana Azad National Institute of Technology Bhopal,https://upload.wikimedia.org/wikipedia/en/4/4f/Maulana_Azad_National_Institute_of_Technology_Logo.png
McGill University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQO66Y1CTOVMgSUAw4dqDD12RiGoP9xIChSOw&s
Melbourne Institute of Higher Education,https://mihe.vic.edu.au/_next/image?url=%2Flogo.png&w=1920&q=75&dpl=dpl_J2d3wwkBMavFwMUjBvMSM5wV1fHA
Melbourne Institute of Technology,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSZrVEh41-qcnfo_pxRVeHlpS0mA3wcA-X8Q&s
"MES College of Engineering, Kuttippuram",https://yt3.googleusercontent.com/ytc/AIdro_lzHUWs5hpEZDwYhzrGHYS3oqMR1DaFd7KhnIJlpru_ew=s900-c-k-c0x00ffffff-no-rj
"MGM TECHNOLOGICAL CAMPUS,Valanchery",https://www.aimset.in/images/participating-universities/logo202510154929.jpeg
MGM University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNkj9pNJYSXwlSWZjfeHuEsHK4Nde8E5Ib1A&s
MH Sabao Sidik College of Engineering ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_rHIrZCIjL7uQ2TZB9_fSMNJu4BGBf_Px_w&s
Miami University ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS90jVHJviwi9nTH9hw5Ka46ZnkKosxMFujtw&s
Michigan State University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRIbF6J8zinxqh7a2pXZgYe4LuUmYk379OyA&s
Middle East College ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSse-ukhPQsP0vglzsGoyPN1RpEdY4nZMDTCg&s
Middle East Technical University,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Logo_of_METU.svg/250px-Logo_of_METU.svg.png
Middle Tennessee State University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdzqtBWPeuEEhUbdeS7JwCJ_M0YpMlg7mIxw&s
Middlesex University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYxbRfk2ry1KFmsV_TQr-o8DlTdNBlaNOjNQ&s
Mississippi State University,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRH2gpcY7B1yYf4oeGXn3qvFiCJK67K77c3Q&s
MIT,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTs2JoLLmjfdYZ2Twavh6nDP0ooCeayukb0Ww&s
MIU City University Miami,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGVRNP_3RKoJ-T876ExkywJPZUjqzX-HVXXQ&s
Mizoram University,https://upload.wikimedia.org/wikipedia/en/e/e5/Mizoram_University_logo.png
